2017-03-10T11:57:41.573129	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-10T11:57:47.834660	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T11:57:47.837154	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T12:55:10.710557	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-10T12:55:16.535675	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T12:55:16.537476	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T12:56:48.790828	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T12:56:48.792635	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T12:58:12.661285	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T12:58:12.663733	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T13:11:14.330647	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-10T13:11:34.945605	MODE: Active	dir u p	Server msg: 421 Service not available. User needs authentication
2017-03-10T13:11:39.887082	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T13:11:41.779274	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T13:11:47.498489	MODE: Active	user u p	Server msg: 230 User logged in, proceed. 
2017-03-10T13:11:56.851356	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T13:12:04.197284	MODE: Active	cd ..	Server msg: 550 Requested action not taken. : not accessible path ..
2017-03-10T13:12:27.880483	MODE: Active	cd test_file_source	Server msg: 250 Requested file action okay, completed.
2017-03-10T13:12:30.307806	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T13:12:33.503899	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:01:42.904347	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:01:43.106297	User : admin	MODE: Active	cwd jenny	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:01:43.351358	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T11:01:43.553164	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:01:43.755074	User : admin	MODE: Active	cwd luis	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:01:43.987049	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T11:01:44.188681	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:01:44.390628	User : admin	MODE: Active	cwd emma	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:01:44.607641	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T11:01:44.809531	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:01:45.011394	User : admin	MODE: Active	cwd ronny	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:01:45.226234	User : admin	MODE: Active	list	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T11:01:45.428057	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:01:45.635099	User : admin	MODE: Active	move juan/birds/bird.jpg maria/pets/bird.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:01:45.837925	User : admin	MODE: Active	mv ronny/photos/byebeard.jpg maria/pets/byebeard.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:01:46.040774	User : admin	MODE: Active	move jenny/pics/hoot.jpg maria/pets/hoot.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:01:46.243738	User : admin	MODE: Active	move luis/docs/panda.jpg maria/pets/panda.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:01:46.479524	User : admin	MODE: Active	move emma/school/putty.exe maria/school/putty.exe	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:01:46.682678	User : admin	MODE: Active	move emma/school/lorem.txt maria/school/lorem.txt	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:01:46.887270	User : admin	MODE: Active	mv juan/birds/landscape.jpg maria/photos/landscape.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:01:47.089303	User : admin	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-12T11:01:47.292571	User : juan	MODE: Active	login juan juan1234	Server msg: 230 User logged in, proceed. 
2017-03-12T11:01:47.507078	User : juan	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T11:01:47.708856	User : juan	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-12T11:01:47.911690	User : juan	MODE: Active	login luis luispass	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-12T11:01:48.113223	User : juan	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-12T11:01:48.316220	User : maria	MODE: Active	login maria mypass	Server msg: 230 User logged in, proceed. 
2017-03-12T11:01:48.529593	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T11:01:48.732399	User : maria	MODE: Active	user emma em12345	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-12T11:01:48.945900	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T11:01:49.148756	User : jenny	MODE: Active	login jenny jpass1234	Server msg: 230 User logged in, proceed. 
2017-03-12T11:01:49.362868	User : jenny	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T11:01:49.565674	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-12T11:01:49.782084	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T11:02:42.917215	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-12T11:02:43.136017	User : admin	MODE: Active	cd juan	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:43.358048	User : admin	MODE: Active	rmdir birds	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:43.587750	User : admin	MODE: Active	rmd pics	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:43.807793	User : admin	MODE: Active	rmd docs	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:44.009961	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:44.212778	User : admin	MODE: Active	cd luis	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:44.444100	User : admin	MODE: Active	rmd docs	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:44.646051	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:44.848995	User : admin	MODE: Active	cd jenny	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:45.073033	User : admin	MODE: Active	rmd pics	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:45.274877	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:45.507299	User : admin	MODE: Active	rmdir emma/school	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:45.745779	User : admin	MODE: Active	rmd ronny/docs	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:45.987881	User : admin	MODE: Active	rmd ronny/photos	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:46.259143	User : admin	MODE: Active	rm maria/pets/bird.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T11:02:47.326217	User : admin	MODE: Active	delete maria/school/putty.exe	Server msg: 200 The requested action has been successfully completed.
2017-03-12T11:02:47.549714	User : admin	MODE: Active	remove maria/school/lorem.txt	Server msg: 200 The requested action has been successfully completed.
2017-03-12T11:02:47.779657	User : admin	MODE: Active	remove maria/photos/landscape.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T11:02:48.004333	User : admin	MODE: Active	rm maria/pets/byebeard.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T11:02:48.227854	User : admin	MODE: Active	delete maria/pets/hoot.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T11:02:48.450906	User : admin	MODE: Active	rm maria/pets/panda.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T11:02:48.652688	User : admin	MODE: Active	cd maria	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:48.858253	User : admin	MODE: Active	rmdir pets	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:49.090190	User : admin	MODE: Active	rmdir photos	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:49.330743	User : admin	MODE: Active	rmdir school	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:49.532696	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:49.734630	User : admin	MODE: Active	cd juan	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:49.943893	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T11:02:50.145511	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:50.348233	User : admin	MODE: Active	cwd maria	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:50.560587	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T11:02:50.762314	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:50.964021	User : admin	MODE: Active	cwd jenny	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:51.183157	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T11:02:51.384829	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:51.586824	User : admin	MODE: Active	cwd luis	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:51.815805	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T11:02:52.017726	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:52.219751	User : admin	MODE: Active	cwd emma	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:52.470436	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T11:02:52.672233	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:52.874080	User : admin	MODE: Active	cwd ronny	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:53.098815	User : admin	MODE: Active	list	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T11:02:53.300647	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T11:02:53.502505	User : admin	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-12T11:02:53.705492	User : juan	MODE: Active	login juan juan1234	Server msg: 230 User logged in, proceed. 
2017-03-12T11:02:53.915682	User : juan	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T11:02:54.117487	User : juan	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-12T11:02:54.320094	User : juan	MODE: Active	login luis luispass	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-12T11:02:54.521585	User : juan	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-12T11:02:54.724645	User : maria	MODE: Active	login maria mypass	Server msg: 230 User logged in, proceed. 
2017-03-12T11:02:54.932543	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T11:02:55.134869	User : maria	MODE: Active	user emma em12345	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-12T11:02:55.342767	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T11:02:55.545426	User : jenny	MODE: Active	login jenny jpass1234	Server msg: 230 User logged in, proceed. 
2017-03-12T11:02:55.753278	User : jenny	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T11:02:55.955665	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-12T11:02:56.170941	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T12:14:03.269275	User : ANONYMOUS	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-12T12:14:58.507054	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-12T12:15:01.488457	User : u	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T12:15:15.312855	User : u	MODE: Active	mkd test	Server msg: 257 Directory created.
2017-03-12T12:15:26.949178	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
2017-03-12T12:15:29.312308	User : u	MODE: Active	!dir	Server msg: Listing finished
2017-03-12T12:15:44.540442	User : u	MODE: Active	!mkd localtest	Server msg: Directory succefully created
2017-03-12T12:15:50.310462	User : u	MODE: Active	!cd localtest	Server msg: /a/buffalo.cs.fiu.edu./disk/jccl-002/homes/ralfo040/ftpsoft/localtest
2017-03-12T12:15:54.154768	User : u	MODE: Active	!dir	Server msg: Listing finished
2017-03-12T12:16:19.756364	User : u	MODE: Active	GET eye.jpg eye.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T12:16:20.556506	User : u	MODE: Active	GET panda.jpg panda.jpg	Server msg: 200 The requested action has been successfully completed.200 The requested action has been successfully completed.
2017-03-12T12:16:20.557653	User : u	MODE: Active	mget *	Server msg: 250 Requested file action okay, completed.
2017-03-12T12:16:51.806342	User : u	MODE: Active	!dir	Server msg: Listing finished
2017-03-12T12:17:05.983621	User : u	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T12:17:11.464238	User : u	MODE: Active	DELETE eye.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T12:17:12.337553	User : u	MODE: Active	DELETE panda.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T12:17:12.338821	User : u	MODE: Active	mdel *	Server msg: 250 Requested file action okay, completed.
2017-03-12T12:17:14.124160	User : u	MODE: Active	dir	Server msg: 125 Data connection already open; transfer starting.
2017-03-12T12:17:22.053077	User : u	MODE: Active	PUT panda.jpg panda.jpg	Server msg: 125 Data connection already open; transfer starting.
2017-03-12T12:17:23.112541	User : u	MODE: Active	PUT eye.jpg eye.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T12:17:23.113874	User : u	MODE: Active	mput *	Server msg: 250 Requested file action okay, completed.
2017-03-12T12:17:25.576767	User : u	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T12:17:32.533996	User : u	MODE: Passive 	passive	Server msg: 227 Entering in passive mode.
2017-03-12T12:17:42.897124	User : u	MODE: Passive 	!dir	Server msg: Listing finished
2017-03-12T12:17:50.281647	User : u	MODE: Passive 	!delete eye.jpg	Server msg: File removed succefully
2017-03-12T12:17:53.915506	User : u	MODE: Passive 	!dir	Server msg: Listing finished
2017-03-12T12:19:50.621221	User : u	MODE: Passive 	!delete panda.jpg	Server msg: File removed succefully
2017-03-12T12:19:53.554959	User : u	MODE: Passive 	!dir	Server msg: Listing finished
2017-03-12T12:20:02.148619	User : u	MODE: Passive 	GET eye.jpg eye.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T12:20:02.900509	User : u	MODE: Passive 	GET panda.jpg panda.jpg	Server msg: 200 The requested action has been successfully completed.200 The requested action has been successfully completed.
2017-03-12T12:20:02.901708	User : u	MODE: Passive 	mget *	Server msg: 250 Requested file action okay, completed.
2017-03-12T12:20:06.964955	User : u	MODE: Passive 	dir	Server msg: 131,94,130,150,13,175#200 The requested action has been successfully completed.
2017-03-12T12:20:09.323054	User : u	MODE: Passive 	!dir	Server msg: Listing finished
2017-03-12T12:32:09.107357	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-12T12:32:19.734217	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
2017-03-12T12:32:26.065166	User : u	MODE: Active	!cd localtest	Server msg: /a/buffalo.cs.fiu.edu./disk/jccl-002/homes/ralfo040/ftpsoft/localtest
2017-03-12T12:32:28.890234	User : u	MODE: Active	!dir	Server msg: Listing finished
2017-03-12T12:32:31.515860	User : u	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T12:32:38.061841	User : u	MODE: Passive 	passive	Server msg: 227 Entering in passive mode.
2017-03-12T12:35:07.546711	User : ANONYMOUS	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-12T12:35:11.806971	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-12T12:35:29.688555	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
2017-03-12T12:35:43.090196	User : u	MODE: Active	!cd localtest	Server msg: /a/buffalo.cs.fiu.edu./disk/jccl-002/homes/ralfo040/ftpsoft/localtest
2017-03-12T12:35:45.668046	User : u	MODE: Active	!dir	Server msg: Listing finished
2017-03-12T12:35:49.205926	User : u	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T12:36:02.338844	User : u	MODE: Active	DELETE eye.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T12:36:03.428626	User : u	MODE: Active	DELETE panda.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T12:36:03.429899	User : u	MODE: Active	mdel *	Server msg: 250 Requested file action okay, completed.
2017-03-12T12:36:05.533335	User : u	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T12:36:10.422928	User : u	MODE: Passive 	passive	Server msg: 227 Entering in passive mode.
2017-03-12T12:36:15.604553	User : u	MODE: Passive 	PUT panda.jpg panda.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T12:36:16.912398	User : u	MODE: Passive 	PUT eye.jpg eye.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T12:36:16.913540	User : u	MODE: Passive 	mput *	Server msg: 250 Requested file action okay, completed.
2017-03-12T12:36:18.945196	User : u	MODE: Passive 	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T12:36:27.669927	User : u	MODE: Passive 	!dir	Server msg: Listing finished
2017-03-12T12:36:34.675930	User : u	MODE: Passive 	!del eye.jpg	Server msg: File removed succefully
2017-03-12T12:36:38.801702	User : u	MODE: Passive 	!dir	Server msg: Listing finished
2017-03-12T12:36:46.823015	User : u	MODE: Passive 	!del panda.jpg	Server msg: File removed succefully
2017-03-12T12:36:49.446356	User : u	MODE: Passive 	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T12:36:51.514544	User : u	MODE: Passive 	!dir	Server msg: Listing finished
2017-03-12T13:21:25.863049	User : ANONYMOUS	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-12T13:21:43.781843	User : ANONYMOUS	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-12T13:21:55.736794	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-12T13:25:23.961322	User : ANONYMOUS	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-12T14:05:27.407493	User : ANONYMOUS	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-12T14:12:49.190918	User : ANONYMOUS	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-12T14:53:05.567048	User : ANONYMOUS	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-12T14:53:08.853527	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-12T14:53:12.186258	User : u	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T14:53:17.296777	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
2017-03-12T14:53:18.854500	User : u	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T14:53:24.107637	User : u	MODE: Active	DELETE eye.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T14:53:24.693930	User : u	MODE: Active	DELETE panda.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T14:53:24.695115	User : u	MODE: Active	mdel *	Server msg: 250 Requested file action okay, completed.
2017-03-12T14:53:26.663779	User : u	MODE: Active	dir	Server msg: 125 Data connection already open; transfer starting.226 Closing data connection. Requested file action successful
2017-03-12T14:53:29.856600	User : u	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T14:53:31.338058	User : u	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T14:53:36.436425	User : u	MODE: Active	rmd test	Server msg: 250 Requested file action okay, completed.
2017-03-12T14:53:37.944433	User : u	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T14:53:43.559036	User : u	MODE: Active	cd ..	Server msg: 550 Requested action not taken. : not accessible path ..
2017-03-12T14:53:45.105778	User : u	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T14:53:52.219313	User : u	MODE: Active	!dir	Server msg: Listing finished
2017-03-12T14:54:07.825454	User : u	MODE: Active	!mkd proyect_PDF	Server msg: Directory succefully created
2017-03-12T14:54:10.443619	User : u	MODE: Active	!dir	Server msg: Listing finished
2017-03-12T14:58:26.286836	User : ANONYMOUS	MODE: Active	!dir	Server msg: Listing finished
2017-03-12T14:59:31.416545	User : ANONYMOUS	MODE: Active	!move FTP_PROJECT.pdf proyect_PDF/FTP_PROJECT.pdf	Server msg: There was an error renaming the file
2017-03-12T14:59:41.485307	User : ANONYMOUS	MODE: Active	!dir	Server msg: Listing finished
2017-03-12T15:00:13.205076	User : ANONYMOUS	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-12T15:00:16.497605	User : ANONYMOUS	MODE: Active	!dir	Server msg: Listing finished
2017-03-12T15:00:32.433079	User : ANONYMOUS	MODE: Active	!dir	Server msg: Listing finished
2017-03-12T15:00:54.238493	User : ANONYMOUS	MODE: Active	!move project.pdf project/project.pdf	Server msg: There was an error renaming the file
2017-03-12T15:02:47.136599	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-12T15:02:48.531926	User : u	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T15:02:51.830546	User : u	MODE: Active	!dir	Server msg: Listing finished
2017-03-12T15:03:36.694173	User : u	MODE: Active	!move project.pdf project/project.pdf	Server msg: There was an error renaming the file
2017-03-12T15:12:45.980830	User : ANONYMOUS	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-12T15:12:53.036821	User : u	MODE: Active	login	Server msg: 230 User logged in, proceed. 
2017-03-12T15:12:58.214464	User : u	MODE: Active	!dir	Server msg: Listing finished
2017-03-12T15:13:23.377370	User : u	MODE: Active	!move project.pdf project/project.pfd	Server msg: File or destination path not found
2017-03-12T15:18:40.692635	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-12T15:18:43.805656	User : u	MODE: Active	!dir	Server msg: Listing finished
2017-03-12T15:19:03.115491	User : u	MODE: Active	!move project.pdf project/project.pdf	Server msg: File or destination path not found
2017-03-12T15:19:54.525814	User : ANONYMOUS	MODE: Active	login uy p	Server msg: 430 Invalid username or password
2017-03-12T15:20:00.682672	User : ANONYMOUS	MODE: Active	login up	Server msg: 530 Not login
2017-03-12T15:20:05.824903	User : u	MODE: Active	login u	Server msg: 230 User logged in, proceed. 
2017-03-12T15:20:09.441455	User : u	MODE: Active	!dir	Server msg: Listing finished
2017-03-12T15:20:40.605720	User : u	MODE: Active	!move project.pdf project/project.pdf	Server msg: File or destination path not found
2017-03-12T15:29:36.303842	User : u	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T15:29:39.310104	User : u	MODE: Active	!dir	Server msg: Listing finished
2017-03-12T15:31:23.284456	User : u	MODE: Active	cd project	Server msg: 550 Requested action not taken. : not existing file project
2017-03-12T15:31:28.844074	User : u	MODE: Active	!cd project	Server msg: /a/buffalo.cs.fiu.edu./disk/jccl-002/homes/ralfo040/ftpsoft/project
2017-03-12T15:31:32.615558	User : u	MODE: Active	!dir	Server msg: Listing finished
2017-03-12T15:33:25.194632	User : u	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:29:56.117383	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:29:56.320279	User : admin	MODE: Active	mkdir juan/birds	Server msg: 257 Directory created.
2017-03-12T17:29:56.522760	User : admin	MODE: Active	mkd juan/pics	Server msg: 257 Directory created.
2017-03-12T17:29:56.724851	User : admin	MODE: Active	mkd juan/docs	Server msg: 257 Directory created.
2017-03-12T17:29:56.927229	User : admin	MODE: Active	mkd luis/docs	Server msg: 257 Directory created.
2017-03-12T17:29:57.130337	User : admin	MODE: Active	mkd jenny/pics	Server msg: 257 Directory created.
2017-03-12T17:29:57.333342	User : admin	MODE: Active	mkdir maria/pets	Server msg: 257 Directory created.
2017-03-12T17:29:57.536255	User : admin	MODE: Active	mkdir maria/photos	Server msg: 257 Directory created.
2017-03-12T17:29:57.740059	User : admin	MODE: Active	mkd maria/school	Server msg: 257 Directory created.
2017-03-12T17:29:57.942907	User : admin	MODE: Active	mkd emma/school	Server msg: 257 Directory created.
2017-03-12T17:29:58.145604	User : admin	MODE: Active	mkdir ronny/docs	Server msg: 257 Directory created.
2017-03-12T17:29:58.348786	User : admin	MODE: Active	mkd ronny/photos	Server msg: 257 Directory created.
2017-03-12T17:29:58.554985	User : admin	MODE: Active	copy test_file_source/bird.jpg juan/birds/bird.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:29:58.759203	User : admin	MODE: Active	copy test_file_source/hoot.jpg jenny/pics/hoot.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:29:58.968226	User : admin	MODE: Active	copy test_file_source/putty.exe emma/school/putty.exe	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:29:59.173320	User : admin	MODE: Active	copy test_file_source/lorem.txt emma/school/lorem.txt	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:29:59.379718	User : admin	MODE: Active	copy test_file_source/panda.jpg luis/docs/panda.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:29:59.584003	User : admin	MODE: Active	copy test_file_source/landscape.jpg juan/birds/landscape.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:29:59.792771	User : admin	MODE: Active	copy test_file_source/putty.exe maria/school/putty.exe	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:29:59.997993	User : admin	MODE: Active	copy test_file_source/byebeard.jpg ronny/photos/byebeard.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:30:00.200042	User : admin	MODE: Active	cd juan	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:30:00.412330	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:30:00.614131	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:30:00.816335	User : admin	MODE: Active	cwd maria	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:30:01.030137	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:30:01.232253	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:30:01.434583	User : admin	MODE: Active	cwd jenny	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:30:01.649263	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
